have_first_name,have_middlename,have_lastname,have_cellphone,have_workphone,have_otherphone,primary_contact,have_email,have_secondary_email,have_address_line1,have_address_line2,city,state,zipcode,Profession,Speciality,experience,available_date,Student,Terms_and_conditions_accepted,Approved,Visible,Referral_Source,application_source,LE_Record_Type,created_date,modified_date,Counts
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Yulee,Florida,32097,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 11:01,7/7/16 11:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Winston-Salem,North Carolina,27106,NP,Emergency Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 3:56,7/7/16 3:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Knoxville,Texas,37923,RN,Case Manager,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/7/16 12:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Arlington,Virginia,22213,NP,Family,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 3:36,7/7/16 3:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Frankfort,Illinois,60423,RN,Case Manager,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:51,7/7/16 10:29,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Davenport,Florida,33897,RN,L&D,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 12:19,7/7/16 12:19,
Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Columbia,Maryland,21045,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,EMAIL_ONLY,7/7/16 10:12,7/7/16 10:12,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,New Bern,North Carolina,28562,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 11:33,7/7/16 11:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Pasadena,Texas,77504,NP,Family,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:11,7/7/16 4:11,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Easton,Pennsylvania,18040,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:36,7/7/16 10:36,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Austin,Texas,78751,RN,Burn,6,7/7/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/7/16 14:29,7/7/16 14:29,1
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gilbert,Arizona,85296,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 12:01,7/7/16 12:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Caledonia,Mississippi,39740,NP,Urgent Care,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:34,7/7/16 4:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Temple Hills,Maryland,20748,RN,IV Ther,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 11:00,7/7/16 11:00,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Metairie,Louisiana,70002,NP,Emergency Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 3:52,7/7/16 3:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Port Orange,Florida,32129,RN,PACU,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/7/16 11:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Opelousas,Louisiana,70570,NP,Emergency Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 3:33,7/7/16 3:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,"Decatur,",Illinois,62521,NP,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 12:17,7/7/16 12:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Culver City,California,90232,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,EMAIL_ONLY,7/7/16 10:10,7/7/16 10:10,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Louisville,Kentucky,40220,RN,TELE,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:14,7/7/16 11:39,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Augusta,Kansas,67010,RN,Post Partum,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 11:25,7/7/16 11:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Brooksville,Florida,34613,NP,Emergency Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:09,7/7/16 4:09,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Griswold,Connecticut,6351,RN,Trauma,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:33,7/7/16 10:33,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Napoleon,Ohio,43545,PT,Home Health,26,7/7/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/7/16 14:26,7/7/16 14:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Covina,California,91722,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 11:54,7/7/16 11:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,CINCINNATI,Ohio,45239,NP,Pain Management,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 4:31,7/7/16 4:31,2
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Kenton,Ohio,43326,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:56,7/7/16 10:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Birmingham,Alabama,35211,NP,Geriatric,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 3:50,7/7/16 3:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Port Allen,Louisiana,70767,NP,Occupational Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 3:31,7/7/16 3:31,1
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Monticello,Florida,32344,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 12:16,7/7/16 12:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Washington,District Of Columbia,20037,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:08,7/7/16 10:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hamilton Square,New Jersey,8690,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 11:22,7/7/16 11:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Alexandria,Louisiana,71303,NP,Family,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:07,7/7/16 4:07,
Yes,Yes,Yes,Yes,Yes,Yes,C,Yes,Yes,Yes,Yes,Marion,Illinois,62959,RN,Other,5,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:28,7/7/16 10:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46217,RN,Post Partum,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 12:28,7/7/16 12:28,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,ARLINGTON,Texas,76018,NP,Pediatric,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 10:31,7/7/16 10:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32244,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 11:51,7/7/16 11:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Schaumburg,Illinois,60173,RN,ER,0,3/15/14,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:25,7/7/16 3:39,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bloomfield,Kentucky,40008,NP,Psychiatry,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 4:28,7/7/16 4:28,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Port Royal,South Carolina,29935,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:51,7/7/16 10:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Opelika,Alabama,36804,NP,Pediatric,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 3:49,7/7/16 3:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Orlando,Florida,32817,NP,Psychiatry,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 3:28,7/7/16 3:28,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sterling,Illinois,61081,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 12:14,7/7/16 12:14,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Henderson,Nevada,89011,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 10:05,7/7/16 10:05,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lancaster,Pennsylvania,17601,NP,Orthopaedic,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 11:20,7/7/16 11:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hillsboro,Oregon,97124,NP,Cardiology,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:02,7/7/16 4:02,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Jacksonville,Florida,32258,RN,MS,7,7/12/16,No,Yes,Yes,Yes,Google Search,STAFFDNA,,9/18/15 14:35,7/7/16 21:58,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Pembroke Pines,Florida,33028,RN,MS,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:03,7/7/16 3:37,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Staten Island,New York,10314,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 12:26,7/7/16 12:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Charlestown,Massachusetts,2129,NP,Orthopaedic,,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 18:52,7/7/16 3:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,New Whiteland,Indiana,46184,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:23,7/7/16 10:23,
Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Rockville,Maryland,20850,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,EMAIL_ONLY,7/7/16 11:44,7/7/16 11:44,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,ENID,Oklahoma,73703,NP,WomenÍs Healthcare,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:25,7/7/16 4:25,4
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Navarre,Florida,32566,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:49,7/7/16 10:49,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Lexington ,Kentucky,40502,RN,PSYCH,8,8/13/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/7/16 20:49,7/7/16 20:49,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Elmwood,Tennessee,38560,RN,ICU,35,7/26/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,9/19/15 13:11,7/7/16 16:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Philadelphia,Pennsylvania,19139,NP,WomenÍs Healthcare,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 3:45,7/7/16 3:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miami,Florida,33131,NP,Internal Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 3:26,7/7/16 3:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Louisville,Kentucky,40245,RN,PEDS,6,11/7/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:54,7/7/16 10:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Cumberland,Wisconsin,54829,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 12:13,7/7/16 12:13,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Anderson,South Carolina,29621,NP,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 10:03,7/7/16 10:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Boise,Idaho,83709,RN,OR,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:51,7/7/16 10:13,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Port Arthur,Texas,77642,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 11:14,7/7/16 11:14,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Land O Lakes,Florida,0,NP,Neurology,,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:57,7/7/16 4:18,1
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Ridge Manor,Florida,33523,RN,ONCOLOGY,8,8/1/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,NEW_GRAD,7/1/16 18:45,7/7/16 2:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Duncansville,Pennsylvania,16635,NP,Family,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:00,7/7/16 4:00,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gray,Kentucky,40734,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 12:22,7/7/16 12:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Ravenna,Michigan,49451,NP,Emergency Medicine,,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 15:27,7/7/16 4:29,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Anchorage,Alaska,99515,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 10:20,7/7/16 10:20,
Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Eau Claire,Wisconsin,54703,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,EMAIL_ONLY,7/7/16 11:41,7/7/16 11:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Independence,Missouri,64055,NP,Internal Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 4:22,7/7/16 4:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Plano,Texas,75074,RN,ONCOLOGY,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:14,7/7/16 9:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Goose Creek,South Carolina,29445,RN,Wound Care,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:47,7/7/16 10:47,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Pearland,Texas,77584,RN,MS,10,8/20/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/7/16 17:52,7/7/16 17:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Evansville,Indiana,47712,NP,Pain Management,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 3:41,7/7/16 3:41,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Vance,Alabama,35490,NP,Internal Medicine,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/7/16 3:24,7/7/16 3:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Milford,Connecticut,6461,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 12:04,7/7/16 12:04,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Whitehall,Pennsylvania,18052,NP,Pediatric,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/7/16 9:56,7/7/16 9:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Henryville,Indiana,47126,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 11:06,7/7/16 11:06,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Tampa,Florida,33647,NP,Urology,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 3:58,7/7/16 3:58,1
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Waynesville,Ohio,45068,RN,ICU,20,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/7/16 12:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,N Huntingdon,Pennsylvania,15642,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 12:21,7/7/16 12:21,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Detroit,Mississippi,48205,RN,DIALYSIS,1,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/7/16 12:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Frankford,Delaware,19945,RN,PACU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 10:15,7/7/16 10:15,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lebanon,Tennessee,37090,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/7/16 11:38,7/7/16 11:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Coral Spring,Florida,33065,NP,Critical Care,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/7/16 4:17,7/7/16 4:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Channahon,Illinois,60551,RN,PSYCH,4,2/22/13,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:29,7/6/16 12:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chicago,Illinois,60647,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:23,7/6/16 14:58,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Burns,Tennessee,37029,RN,ICU,,1/1/00,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:42,7/6/16 11:21,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Baltimore,Maryland,21230,RN,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 18:05,7/6/16 18:05,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,BROOKVILLE,Indiana,47012,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:35,7/6/16 13:35,
Yes,Yes,Yes,No,No,No,H,Yes,Yes,Yes,Yes,Norwich,Connecticut,6360,CNA,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 10:50,7/6/16 10:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Springs,Mississippi,39564,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:55,7/6/16 14:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Spencer,Ohio,44275,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:22,7/6/16 12:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,,Other,9636,SLP,School,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 16:55,7/6/16 16:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bartow,Florida,33830,CNA,Home Health,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 12:58,7/6/16 12:58,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Louisville,Kentucky,40241,RN,ICU,1,9/20/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/6/16 4:59,7/6/16 4:59,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Baldwin,Florida,32234,RN,TELE,16,8/28/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,9/19/15 13:03,7/6/16 1:16,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Las Vegas,Nevada,89128,PT,SNF,20,7/19/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/6/16 19:24,7/6/16 19:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Orlando,Florida,32807,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 14:23,7/6/16 14:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Mora,New Mexico,87732,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 11:38,7/6/16 11:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Shiloh,Illinois,62221,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:17,7/6/16 12:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Joliet,Illinois,60431,RN,ICU,10,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:12,7/6/16 13:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sunbury,Ohio,43074,RN,MS,15,8/8/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:04,7/6/16 13:00,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miami,Florida,33176,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 12:29,7/6/16 12:29,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,York,South Carolina,29745,RN,Case Manager,12,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:00,7/6/16 14:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Melrose,Massachusetts,2176,RN,Case Manager,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 18:25,7/6/16 18:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Staten Island,New York,10303,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 13:49,7/6/16 13:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bridgeport,Connecticut,6606,CNA,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 10:58,7/6/16 10:58,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lafayette,Louisiana,70501,RN,Case Manager,,7/25/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:04,7/6/16 11:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Youngstown,Ohio,44504,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 15:08,7/6/16 15:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Leesburg,Florida,34748,PT Assistant,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 17:38,7/6/16 17:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32218,CNA,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 13:21,7/6/16 13:21,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Danielson,Connecticut,6239,CNA,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 10:36,7/6/16 10:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Laveen,Arizona,85339,RN,Ortho,9,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:02,7/6/16 11:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32277,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 19:43,7/6/16 19:43,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miami,Florida,33175,RN,PSYCH,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 14:38,7/6/16 14:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sorrento,Florida,32776,RN,ONCOLOGY,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:02,7/6/16 12:02,
