have_first_name,have_middlename,have_lastname,have_cellphone,have_workphone,have_otherphone,primary_contact,have_email,have_secondary_email,have_address_line1,have_address_line2,city,state,zipcode,Profession,Speciality,experience,available_date,Student,Terms_and_conditions_accepted,Approved,Visible,Referral_Source,application_source,LE_Record_Type,created_date,modified_date,Counts
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,North Port,Florida,34286,RN,ER,15,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:12,7/6/16 13:29,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jeffersonville,Indiana,47130,RN,ICU,0,8/14/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:54,7/6/16 12:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Godfrey,Illinois,62035,SLP,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 16:33,7/6/16 16:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hillsboro,Ohio,45133,RN,PACU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:41,7/6/16 12:41,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hamilton,Ohio,45011,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:14,7/6/16 12:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,ORLANDO,Florida,32828,RN,Cath Lab,3,9/30/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:08,7/6/16 11:10,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Canton,Ohio,44710,RN,PSYCH,8,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/6/16 18:09,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32210,RN,DIALYSIS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 18:55,7/6/16 18:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,North Charleston,North Carolina,29418,RN,Float Pool,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:05,7/6/16 14:05,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Middletown,New York,10940,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 11:17,7/6/16 11:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Grove City,Ohio,43123,RN,MS,0,10/21/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:04,7/6/16 12:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Akron,Ohio,44305,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/6/16 12:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Amelia,Ohio,45102,RN,MS,0,1899-12-31,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:42,7/6/16 12:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Canton,Michigan,48187,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 18:03,7/6/16 18:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Georgetown,Ohio,45121,RN,Quality Assurance,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:31,7/6/16 13:31,1
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miramar,Florida,33023,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 10:47,7/6/16 10:47,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Glendale Hts,Illinois,60139,RN,Case Manager,4,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:32,7/6/16 13:15,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Gearhart,Oregon,97138,PT,Inpatient,12,,No,Yes,Yes,Yes,Other,STAFFDNA,,7/6/16 23:44,7/6/16 23:44,2
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Long Beach,California,90803,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 14:53,7/6/16 14:53,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Tampa,Florida,33625,RN,Triage,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:19,7/6/16 12:19,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Winfield,Missouri,63389,OT,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 16:51,7/6/16 16:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Kissimmee,Florida,34741,CNA,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 12:57,7/6/16 12:57,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Rock Hill,South Carolina,29732,RN,Case Manager - Insurance/Managed Care,16,7/26/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/6/16 4:39,7/6/16 4:39,2
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lemont,Illinois,60439,RN,Home Health,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:57,7/6/16 13:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Naples,Florida,34113,RN,PSYCH,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 19:24,7/6/16 19:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Zanesville,Ohio,43701,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:19,7/6/16 14:19,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Danbury,Connecticut,6810,CNA,Home Health,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 11:35,7/6/16 11:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Dayton,Ohio,45449,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/6/16 13:14,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,"North, Jacksonville",Florida,32223,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 18:22,7/6/16 18:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Snellville,Georgia,30039,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:46,7/6/16 13:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,New Haven,Connecticut,6513,CNA,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 10:57,7/6/16 10:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bunker Hill,Illinois,62014,RN,PSYCH,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 15:06,7/6/16 15:06,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Columbus,Ohio,43232,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:28,7/6/16 12:28,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lafayette,Indiana,47909,RN,Director,4,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:28,7/6/16 12:12,
Yes,Yes,Yes,No,No,No,H,Yes,Yes,Yes,Yes,Chesapeake,Ohio,45619,SLP,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 17:35,7/6/16 17:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Cable,Ohio,43009,RN,PSYCH,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:20,7/6/16 13:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Delaware,Ohio,43015,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 10:27,7/6/16 10:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Torrance,California,90503,RN,ONCOLOGY,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 19:38,7/6/16 19:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46203,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:34,7/6/16 14:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Old Hickory,Tennessee,37138,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 11:55,7/6/16 11:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Huntington Beach,California,92647,SLP,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 16:30,7/6/16 16:30,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chicago,Illinois,60656,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:38,7/6/16 12:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bloomington,Illinois,61704,RN,Float Pool,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 18:51,7/6/16 18:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lauderhill,Florida,33313,RN,PSYCH,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 14:04,7/6/16 14:04,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chantilly,Virginia,20152,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 11:14,7/6/16 11:14,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,Carmel,Indiana,46033,RN,MS,,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/6/16 17:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Forest Hill,Maryland,21050,RN,Case Manager,12,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:02,7/6/16 12:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Waynesburg,Pennsylvania,15370,RN,PSYCH,,9/2/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:55,7/6/16 14:40,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Trinity,Florida,34655,RN,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 17:59,7/6/16 17:59,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Davie,Florida,33324,CNA,Home Health,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 13:27,7/6/16 13:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Newton,Mississippi,39345,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 10:45,7/6/16 10:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sandy Springs,Georgia,30328,NP,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,6/29/16 11:39,7/6/16 11:26,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Boca Raton,Florida,33428,PT,Rehab,30,7/7/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/6/16 23:12,7/6/16 23:12,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Ossining,New York,10562,RN,OCUP,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:49,7/6/16 14:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Canton,Ohio,44709,NP,MED SURG,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 12:18,7/6/16 12:18,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Buford,Georgia,30519,SLP,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 16:50,7/6/16 16:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Columbus,Ohio,43235,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 12:57,7/6/16 12:57,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Westfield,Indiana,46074,RN,"Pre Op, Post Op, Same Day Surgery",8,,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/6/16 3:22,7/6/16 3:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bozrah,Connecticut,6334,RN,PSYCH,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 19:22,7/6/16 19:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46239,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:17,7/6/16 14:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hamden,Connecticut,6511,CNA,Home Health,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 11:33,7/6/16 11:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Salinas,California,93907,RN,MS,3,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/19/15 13:04,7/6/16 18:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Canton,Massachusetts,2021,RN,ICU,13,9/14/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:08,7/6/16 12:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miramar,Florida,33027,NP,Acute Care,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 18:16,7/6/16 18:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Omaha,Nebraska,68135,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:45,7/6/16 13:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Cincinnati,Ohio,45211,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 10:56,7/6/16 10:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Loganville,Georgia,30052,RN,Case Manager,2,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:02,7/6/16 11:43,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Clarendon Hills,Illinois,60514,RN,Float Pool,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 15:04,7/6/16 15:04,
Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Evanston,Illinois,60201,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,EMAIL_ONLY,7/6/16 12:27,7/6/16 12:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Beaverton,Oregon,97006,PT,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 17:23,7/6/16 17:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Toledo,Ohio,43615,RN,Float,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:10,7/6/16 13:10,3
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Guilderland,New York,12084,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 10:25,7/6/16 10:28,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Evansville,Indiana,47725,COTA,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,6/10/16 11:25,7/6/16 16:43,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Orlando,Florida,32803,RN,ONCOLOGY,9,3/4/13,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/19/15 13:11,7/6/16 18:47,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Blackwood,New Jersey,8012,RN,PSYCH,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 19:35,7/6/16 19:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Saint Peters,Missouri,63376,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:32,7/6/16 14:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Peoria,Arizona,85345,RN,PSYCH,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 11:45,7/6/16 11:45,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Seminole,Florida,33772,RN,Case Manager - Home Health/Hospice,12,,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/6/16 15:52,7/6/16 15:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Darien,Illinois,60561,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:35,7/6/16 12:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fairborn Ohio,Ohio,45324,RN,TELE,6,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:39,7/6/16 13:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Oakwood,Ohio,45419,RN,Radiology,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 18:46,7/6/16 18:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Tustin,California,92782,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:01,7/6/16 14:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lynchburg,Ohio,45142,NP,MED SURG,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 11:12,7/6/16 11:12,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Jackson,Alabama,36545,RN,DIALYSIS,15,7/6/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,9/19/15 10:49,7/6/16 14:18,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,North Little Rock,Arkansas,72116,RN,IV Ther,31,7/12/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,PROSPECT,9/18/15 13:55,7/6/16 18:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Elkview,West Virginia,25071,RN,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 17:55,7/6/16 17:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chicago,Illinois,60655,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:25,7/6/16 13:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lansdale,Pennsylvania,19446,NP,MED SURG,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 10:44,7/6/16 10:44,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Rotonda West,Florida,33947,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 19:57,7/6/16 19:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Brooklyn,New York,11210,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 14:47,7/6/16 14:47,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Corryton,Tennessee,37721,RN,NICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:16,7/6/16 12:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Olin,Iowa,52320,OT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 16:42,7/6/16 16:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gainesville,Florida,32641,CNA,Home Health,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 12:54,7/6/16 12:54,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Los Lunas,New Mexico,87031,RN,Manager,30,7/12/16,No,Yes,No,Yes,Google Search,STAFFDNA,,7/5/16 14:01,7/6/16 15:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Dickinson,Texas,77539,RN,Case Manager,16,12/11/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:09,7/6/16 10:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Papillion,Nebraska,68046,RN,Case Manager,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 19:19,7/6/16 19:19,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fort Collins,Colorado,80526,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:16,7/6/16 14:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Breinigsville,Pennsylvania,18031,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 11:31,7/6/16 11:31,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,Queen Creek,Arizona,85243,RN,TELE,19,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:34,7/6/16 13:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Avon,Ohio,44011,NP,Emergency Medicine,,,No,No,No,Yes,Career Builder,LABOR_EDGE,NEW_GRAD,9/19/15 10:49,7/6/16 13:06,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Granbury,Texas,76049,RN,Case Manager,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 18:13,7/6/16 18:13,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gaston,Indiana,47342,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 13:41,7/6/16 13:41,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,East Hartford,Connecticut,6108,CNA,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 10:55,7/6/16 10:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Champlain,New York,12919,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 15:02,7/6/16 15:02,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bloomfield Hills,Michigan,48304,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:24,7/6/16 12:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,CAPE CORAL,Florida,33991,RN,OR,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:35,7/6/16 18:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Massapequa,New York,11758,SLP,School,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 17:20,7/6/16 17:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Tampa,Florida,33617,CNA,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 13:04,7/6/16 13:04,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Vincennes,Indiana,47591,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 10:17,7/6/16 10:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,South Holland,Illinois,60473,RN,MS,2,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/6/16 13:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Phoenix,Arizona,85014,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/6/16 19:33,7/6/16 19:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,ALLOUEZ,Michigan,48135,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/6/16 14:30,7/6/16 14:30,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hartford,Connecticut,6106,CNA,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 11:45,7/6/16 11:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Montgomery,Illinois,60538,RN,ICU,,1/1/00,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:42,7/6/16 10:42,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,"Bayamon =, Puerto Rico",Florida,957,RN,PACU,13,,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/6/16 15:51,7/6/16 15:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Nashville,Tennessee,37221,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 12:34,7/6/16 12:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,WAYZATA,Minnesota,55391,RN,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/6/16 18:44,7/6/16 18:44,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Boynton Beach,Florida,33436,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/6/16 14:00,7/6/16 14:00,
